"%name% '%value%' is too short. It must has length %min% symbols.","%name% '%value%' est trop court. Il doit avoir minimum %min% symboles.",module,Magento_Integration
"New Integration","Nouvelle intégration",module,Magento_Integration
"No Integrations Found","Aucune Intégration trouvée",module,Magento_Integration
"No permissions requested","Aucune autorisation demandée",module,Magento_Integration
"Number of maximum redirects for OAuth consumer credentials Post request.","Nombre maximum de requêtes de redirection OAuth atteint.",module,Magento_Integration
"OAuth","OAuth",module,Magento_Integration
"OAuth consumer credentials HTTP Post maxredirects","OAuth consumer credentials HTTP Post maxredirects",module,Magento_Integration
"OAuth consumer credentials HTTP Post timeout","OAuth consumer credentials HTTP Post timeout",module,Magento_Integration
"Please setup or sign in into your 3rd party account to complete setup of this integration.","Veuillez configurer ou vous connecter à votre compte 3rd party pour terminer l'installation de cette intégration.",module,Magento_Integration
"Reauthorize","Autoriser à nouveau",module,Magento_Integration
"Remove","Supprimer",module,Magento_Integration
"Request token is not associated with the specified consumer","La demande d'authentification n'est pas associée à l'API spécifiée",module,Magento_Integration
"Resource Access","Accès aux ressources",module,Magento_Integration
"Resources","Ressources",module,Magento_Integration
"Save","Enregistrer",module,Magento_Integration
"Save & Activate","Enregistrer & activer",module,Magento_Integration
"Something went wrong while deleting roles and permissions. You can find out more in the exceptions log.","Une erreur s'est produite lors de la suppression des rôles et permissions. Vous pouvez en savoir plus en consultant le journal des exceptions.",module,Magento_Integration
"Sorry, something went wrong granting permissions. You can find out more in the exceptions log.","Désolé, une erreur s'est produite sur l'attribution des permissions. Vous pouvez en savoir plus dans le journal des exceptions.",module,Magento_Integration
"Sorry, something went wrong. Please try again later.","Une erreur s'est produite. Veuillez réessayer plus tard.",module,Magento_Integration
"Specified token does not exist","La clé spécifiée n'existe pas",module,Magento_Integration
"Status","Statut",module,Magento_Integration
"The integration '%1' has been activated.","L'intégration '%1' a été activée.",module,Magento_Integration
"The integration '%1' has been deleted.","L'intégration '%1' a été supprimée.",module,Magento_Integration
