"""%1"" cannot contain more than %2 lines.","""%1"" ne peut pas contenir plus de %2 lignes.",module,Magento_Eav
"""%1"" contains non-alphabetic characters.","""%1"" contient des caractères non alphabétiques.",module,Magento_Eav
"""%1"" contains non-alphabetic or non-numeric characters.","""%1"" contient des caractères non alphabétiques ou non numériques.",module,Magento_Eav
"""%1"" contains non-numeric characters.","""%1"" contient des caractères non numériques.",module,Magento_Eav
"""%1"" does not fit the entered date format.","""%1"" ne correspond pas au format de date saisi.",module,Magento_Eav
"""%1"" exceeds the allowed file size.","""%1"" excède la taille maximale autorisée pour les fichiers.",module,Magento_Eav
"""%1"" exceeds the allowed length.","""%1"" excède la longueur maximale autorisée.",module,Magento_Eav
"""%1"" height exceeds allowed value of %2 px.","La hauteur de ""%1"" excède la valeur de %2 px.",module,Magento_Eav
"""%1"" invalid type entered.","""%1"" type de saisie invalide.",module,Magento_Eav
"""%1"" is an empty string.","""%1"" est une chaîne vide.",module,Magento_Eav
"""%1"" is a required value.","""%1"" est une valeur requise.",module,Magento_Eav
"""%1"" is not a valid date.","""%1"" n'est pas une date valide.",module,Magento_Eav
"""%1"" is not a valid email address.","%1 n'est pas une adresse email valide.",module,Magento_Eav
"""%1"" is not a valid file.","""%1"" n'est pas un fichier valide.",module,Magento_Eav
"""%1"" is not a valid file","""%1"" n'est pas un fichier valide",module,Magento_Eav
"""%1"" is not a valid file extension.","""%1"" n'est pas une extension de fichier valide.",module,Magento_Eav
"""%1"" is not a valid hostname.","""%1"" n'est pas un nom d'hôte valide.",module,Magento_Eav
"""%1"" is not a valid image format","""%1"" n'est pas un format d'image valide",module,Magento_Eav
"""%1"" is not a valid URL.","""%1"" n'est pas une URL valide.",module,Magento_Eav
"""%1"" length must be equal or greater than %2 characters.","La longueur de ""%1"" doit être supérieure ou égale à %2 caractères.",module,Magento_Eav
"""%1"" length must be equal or less than %2 characters.","La longueur de ""%1"" doit être égale ou inférieure à %2 caractères.",module,Magento_Eav
"""%1"" uses too many characters.","""%1"" utilise trop de caractères.",module,Magento_Eav
"""%1"" width exceeds allowed value of %2 px.","La largeur de ""%1"" excède la valeur de %2 px.",module,Magento_Eav
"A joined field with this alias is already declared.","Un champ avec cet alias est déjà déclaré.",module,Magento_Eav
"A joint field with this alias (%1) is already declared.","Un champ a déjà été déclaré avec cet alias (%1).",module,Magento_Eav
"An attribute code must not be more than %1 characters.","Un code d'attribut ne doit pas contenir plus de %1 caractères.",module,Magento_Eav
"An attribute set named ""%1"" already exists.","Le jeu d'attributs ""%1"" existe déjà.",module,Magento_Eav
"An attribute set with the ""%1"" name already exists.","Le jeu d'attributs ""%1"" existe déjà.",module,Magento_Eav
"Attempt to add an invalid object","Tentative d'ajout d'un objet invalide",module,Magento_Eav
"Attribute %1 does not contain option with Id %2","L'attribut %1 ne contient pas l'option avec l'ID %2",module,Magento_Eav
"Attribute %1 doesn't have any option","L'attribut %1 ne possède aucune option",module,Magento_Eav
"Attribute %1 doesn't work with options","L'attribut %1 ne fonctionne pas avec des options",module,Magento_Eav
"Attribute ""%1"" not found in attribute set %2.","L'attribut ""%1"" ne fait pas partie du jeu d'attribut %2.",module,Magento_Eav
"Attribute Code","Code de l'attribut",module,Magento_Eav
"Attribute group does not belong to attribute set","Le groupe d'attributs ne fait pas partie du jeu d'attributs",module,Magento_Eav
"Attribute group does not belong to provided attribute set","Le groupe d'attributs ne fait pas partie du jeu d'attributs",module,Magento_Eav
"Attribute Label","Libellé de l'attribut",module,Magento_Eav
"Attribute object is undefined","L'objet attribut est indéfini",module,Magento_Eav
"Attribute Properties","Propriétés de l'attribut",module,Magento_Eav
"AttributeSet does not exist.","Le jeux d'attributs n'existe pas.",module,Magento_Eav
"Attribute set name is empty.","Nom du groupe d'attribut vide.",module,Magento_Eav
"Attribute set not found: %1","Attribut introuvable : %1",module,Magento_Eav
"AttributeSet with id ""%1"" does not exist.","Le jeu d'attributs id ""%1"" n'existe pas.",module,Magento_Eav
"Attribute with attributeCode ""%1"" does not exist.","L'attribut avec le code ""%1"" n'existe pas.",module,Magento_Eav
"Attribute with id ""%1"" does not exist.","L'attribut avec l'ID ""%1"" n'existe pas.",module,Magento_Eav
"Attribute with the same code","Attribut avec le même code",module,Magento_Eav
"Cannot delete attribute.","Suppression de l'attribut impossible.",module,Magento_Eav
"Cannot delete attributeGroup with id %1","Suppression du jeu d'attributs id %1 impossible",module,Magento_Eav
"Cannot load options for attribute %1","Impossible de charger les options pour l'attribut %1",module,Magento_Eav
"Cannot save attribute %1","Vous ne pouvez pas sauvegarder l'attribut %1",module,Magento_Eav
"Cannot save attribute","Enregistrement de l'attribut impossible",module,Magento_Eav
"Cannot save attributeGroup","Impossible de sauvegarder le groupe d'attributs",module,Magento_Eav
"Catalog Input Type for Store Owner","Type d'entrée catalogue pour le propriétaire de la boutique",module,Magento_Eav
"Current module EAV entity is undefined","Le module d'entités EAV actuel n'est pas défini",module,Magento_Eav
"Current module pathname is undefined","Le chemin d'accès actuel du module n'est pas défini",module,Magento_Eav
"Data integrity: No header row found for attribute","Intégrité des données : aucune ligne d'en-tête trouvée pour l'attribut",module,Magento_Eav
"Date","Date",module,Magento_Eav
"Decimal Number","Nombre décimal",module,Magento_Eav
"Default attribute set can not be deleted","Le jeu d'attributs par défaut ne peut être supprimé",module,Magento_Eav
"Default label","Libellé par défaut",module,Magento_Eav
"Default option value is not defined","La valeur par défaut de l'option n'est pas définie",module,Magento_Eav
"Default Value","Valeur par défaut",module,Magento_Eav
"Dropdown","Liste déroulante",module,Magento_Eav
"EAV types and attributes","Types EAV et attributs",module,Magento_Eav
